tenure,MonthlyCharges,TotalCharges,Gender,SeniorCitizen,Partner,Dependents,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,Churn
35,77.89785081772106,4683.823130036995,Male,1,Yes,Yes,Yes,Fiber optic,One year,No,Credit card,0
18,29.493299705956684,7755.126705652316,Male,0,No,Yes,No,No,Month-to-month,Yes,Bank transfer,0
9,27.385728482335622,3033.912603970404,Female,0,No,Yes,Yes,No,Two year,Yes,Credit card,0
58,108.96268194365923,513.177447284934,Female,0,No,No,Yes,DSL,Two year,Yes,Credit card,0
17,84.92002629380784,2726.334643664967,Female,0,Yes,Yes,Yes,DSL,One year,Yes,Mailed check,0
7,100.92867993167555,4056.3464647787155,Male,1,No,No,No,No,Month-to-month,Yes,Electronic check,1
46,105.89789002822673,1310.4694389383299,Female,0,No,Yes,No,DSL,Month-to-month,Yes,Electronic check,1
13,75.17723520483221,5270.971904526919,Female,0,No,No,No,DSL,One year,No,Bank transfer,0
40,69.74463517550413,7982.035623079421,Female,1,Yes,Yes,No,Fiber optic,Month-to-month,Yes,Credit card,0
42,61.042741032099016,3623.7844972838843,Female,0,No,No,Yes,Fiber optic,Month-to-month,No,Credit card,0
9,49.69465877911193,2849.4433398205574,Female,0,No,No,Yes,No,Month-to-month,No,Electronic check,1
50,61.459596085871176,3216.4206596727126,Female,1,No,Yes,No,No,Month-to-month,No,Bank transfer,0
27,95.38796557301563,937.0967959504954,Female,1,Yes,Yes,No,No,Month-to-month,No,Mailed check,1
66,78.19234310151316,7068.289886584118,Female,0,No,No,No,No,Month-to-month,No,Mailed check,1
5,107.2523289954846,3329.1383823714314,Female,1,No,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,1
29,62.33800143791877,3109.2243519930835,Male,1,Yes,Yes,Yes,DSL,Month-to-month,No,Credit card,0
37,78.7089578718754,5283.647758531046,Male,0,Yes,Yes,No,Fiber optic,Two year,No,Bank transfer,0
38,81.13075530919888,3546.310765872228,Female,1,No,No,Yes,No,One year,No,Electronic check,0
8,77.16971623063256,5192.199548024227,Male,0,No,Yes,No,No,Month-to-month,Yes,Credit card,1
65,88.26337730855164,508.4642878239459,Male,0,No,No,No,Fiber optic,One year,Yes,Credit card,0
17,41.74334683748063,6513.139729590819,Female,0,Yes,No,No,Fiber optic,Month-to-month,Yes,Mailed check,0
71,69.23637775457907,7525.102551883391,Female,0,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,1
45,28.42248028083477,5196.445312324218,Female,1,No,No,No,DSL,Two year,No,Bank transfer,0
4,56.45113276448126,7637.345244151027,Female,0,Yes,Yes,Yes,No,One year,Yes,Mailed check,0
36,66.76670686212644,1226.7327333010471,Female,0,No,Yes,Yes,Fiber optic,One year,No,Mailed check,0
70,83.22242595454725,3828.736024432183,Female,0,No,No,No,No,Two year,Yes,Mailed check,0
31,113.05310525862035,4821.62135035256,Male,0,Yes,No,Yes,No,Two year,Yes,Credit card,0
19,78.06510665483559,4661.421919715912,Female,1,No,No,Yes,DSL,One year,Yes,Credit card,0
61,92.35939161765597,3222.467920688743,Male,1,Yes,No,Yes,No,Month-to-month,Yes,Credit card,1
54,68.62660594952027,2716.5897555614984,Female,1,Yes,No,No,No,Month-to-month,No,Electronic check,0
39,81.41040313763312,1030.3093479974427,Female,0,No,Yes,Yes,No,One year,Yes,Electronic check,0
19,25.093221613377345,3144.8882403881044,Male,1,Yes,No,Yes,Fiber optic,Month-to-month,No,Bank transfer,0
39,43.4391580841847,1316.3586261719825,Female,1,No,Yes,No,Fiber optic,Two year,No,Mailed check,0
67,54.185309320513866,5879.706829760888,Female,0,Yes,Yes,No,DSL,Two year,No,Mailed check,0
45,65.24933550065136,1684.8885271178171,Male,1,No,No,Yes,No,Two year,No,Credit card,0
13,22.564874550238372,485.4682667811492,Female,0,No,No,Yes,Fiber optic,One year,No,Electronic check,0
58,32.00240975533177,4426.986512057164,Male,1,No,No,Yes,DSL,One year,No,Mailed check,0
20,45.68143077913058,4769.123726566264,Female,1,Yes,No,Yes,No,One year,No,Bank transfer,0
61,115.15326909010507,6977.6100551409945,Female,1,No,No,No,DSL,Month-to-month,Yes,Mailed check,1
39,51.134700710305076,4623.467230317937,Male,1,Yes,Yes,No,DSL,One year,No,Credit card,0
1,66.20410581120825,2775.628174420544,Female,0,Yes,Yes,Yes,DSL,One year,Yes,Credit card,0
3,37.60977127383929,6427.640838343091,Male,0,Yes,Yes,No,DSL,Two year,Yes,Electronic check,0
62,79.07800710757682,4330.5061254219945,Male,1,Yes,No,Yes,DSL,Month-to-month,No,Bank transfer,0
63,46.068321551597435,650.8152319261725,Male,0,Yes,No,No,DSL,Month-to-month,No,Bank transfer,0
25,38.69925784384267,4534.6191724203345,Female,1,No,Yes,No,DSL,Two year,Yes,Mailed check,0
56,69.65726284459791,7265.804029555709,Female,1,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,0
33,18.550579916042082,3181.3673767267965,Male,1,No,No,Yes,No,One year,No,Mailed check,0
38,18.766403264922534,2383.272550764204,Female,1,No,No,Yes,DSL,Month-to-month,No,Mailed check,0
6,39.90688091018578,1163.173205917836,Female,1,Yes,Yes,Yes,No,Two year,Yes,Electronic check,0
58,21.672136250082115,1226.838156088022,Female,1,No,No,No,DSL,Month-to-month,Yes,Bank transfer,1
44,28.802575413069135,3472.3819880163983,Male,0,No,Yes,No,No,Two year,No,Credit card,0
45,51.88606493387516,4772.716356457328,Female,0,Yes,No,Yes,Fiber optic,One year,Yes,Mailed check,0
32,98.25856795798128,661.4721640637612,Male,1,No,No,No,DSL,One year,Yes,Mailed check,0
45,75.20486433693009,7517.636477598873,Female,0,Yes,Yes,No,Fiber optic,Two year,No,Mailed check,0
61,69.26677259564164,6045.476534447554,Female,1,Yes,No,Yes,DSL,One year,Yes,Bank transfer,0
47,47.348882320812166,4700.4321157401955,Male,0,Yes,No,Yes,DSL,One year,No,Bank transfer,0
21,111.17537194328163,6630.597471435025,Female,0,No,No,No,Fiber optic,Month-to-month,No,Bank transfer,1
36,57.70150412371917,658.0506928742883,Male,0,No,Yes,Yes,Fiber optic,One year,No,Mailed check,0
19,26.70927667957715,3824.127922065799,Female,1,No,No,Yes,Fiber optic,Two year,Yes,Credit card,0
20,79.70665161178013,5047.403338609797,Male,0,No,No,No,DSL,One year,No,Credit card,0
57,29.383839347660142,6632.307496636185,Female,1,Yes,No,No,Fiber optic,Month-to-month,Yes,Bank transfer,0
18,52.52231428016921,6271.6540283132545,Female,1,Yes,No,Yes,Fiber optic,Two year,No,Credit card,0
47,68.7411938717809,2229.566751212356,Female,1,No,No,No,No,One year,No,Mailed check,0
49,105.42225246851758,7528.1055134215685,Male,0,Yes,Yes,Yes,No,One year,Yes,Bank transfer,0
14,67.35465803401186,1010.5285063012071,Male,0,No,Yes,Yes,Fiber optic,One year,Yes,Bank transfer,0
15,88.22587660316643,7003.316543834037,Male,0,Yes,No,No,Fiber optic,Two year,Yes,Mailed check,0
31,117.28168389990704,7768.045072344065,Female,1,Yes,No,No,Fiber optic,Month-to-month,No,Bank transfer,1
1,31.14891198979816,1432.0394223629974,Male,1,Yes,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,0
54,45.473152551951955,5781.531324474614,Male,0,Yes,No,Yes,No,Two year,No,Bank transfer,0
3,57.45760755976464,339.55901088598375,Male,1,Yes,No,Yes,DSL,Month-to-month,Yes,Credit card,1
16,60.18281785388314,3254.0849902607347,Male,0,No,No,No,Fiber optic,Two year,No,Bank transfer,0
57,59.102107526554576,4138.973294195834,Male,0,No,No,Yes,Fiber optic,Two year,No,Bank transfer,0
12,108.76110025565549,4652.710193210699,Male,0,Yes,No,No,No,One year,No,Bank transfer,0
16,89.40326444668564,7488.651115520002,Male,0,No,No,Yes,Fiber optic,Two year,No,Electronic check,0
24,78.79052140907038,5383.904985982262,Male,1,Yes,No,No,Fiber optic,One year,Yes,Credit card,0
28,48.93727178627821,3859.5606066319497,Male,0,Yes,No,Yes,No,Two year,Yes,Mailed check,0
8,100.37903842212947,6480.826139474329,Male,0,Yes,Yes,No,Fiber optic,One year,No,Electronic check,1
36,113.5060511484989,7605.152976858092,Female,0,Yes,Yes,Yes,Fiber optic,One year,No,Credit card,0
8,100.11982825502265,194.1319987820455,Female,0,No,No,Yes,No,One year,Yes,Bank transfer,0
58,18.15651051914729,7860.4847951477,Male,0,Yes,No,Yes,DSL,Month-to-month,Yes,Bank transfer,1
60,81.64013701834071,705.5067340062965,Female,0,No,No,Yes,Fiber optic,Two year,Yes,Mailed check,0
50,23.11353814421007,6518.4352721232535,Female,0,Yes,No,No,Fiber optic,Two year,Yes,Mailed check,0
28,43.76072203337219,2255.6319948653745,Male,1,Yes,Yes,No,DSL,Two year,Yes,Credit card,0
41,23.952470034777168,1073.0580281914042,Male,1,No,Yes,No,No,Month-to-month,Yes,Credit card,0
64,78.37954529493877,3528.9277161958303,Male,1,Yes,Yes,No,DSL,One year,No,Mailed check,0
27,86.65899134926067,5158.061417150851,Female,1,Yes,Yes,No,Fiber optic,Two year,Yes,Credit card,0
63,29.448763806590513,3058.7576269773776,Male,0,No,No,Yes,DSL,Month-to-month,Yes,Mailed check,0
17,56.38388830449795,453.5410889125031,Female,1,No,No,No,No,Month-to-month,No,Bank transfer,1
33,63.6236508955542,4802.898816755876,Male,1,No,No,No,Fiber optic,Two year,Yes,Mailed check,0
29,54.90530217609166,7220.982949915406,Female,1,Yes,Yes,No,No,One year,Yes,Electronic check,0
13,30.102500048519303,3076.825050990963,Female,0,Yes,No,No,No,Month-to-month,Yes,Mailed check,1
46,59.89477901874754,1744.7682310492614,Male,1,No,No,Yes,DSL,Two year,No,Mailed check,0
35,93.11780478084181,3550.6523752357325,Male,1,No,Yes,Yes,DSL,One year,Yes,Electronic check,0
6,25.100766453325548,404.0311595913689,Female,0,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,1
69,26.018001408190344,6567.131899321554,Female,1,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0
47,53.47712918359842,6613.85235300439,Male,0,No,Yes,No,Fiber optic,Two year,No,Electronic check,0
25,112.1725711618925,4711.419699095294,Male,1,No,Yes,No,No,Two year,Yes,Mailed check,0
66,84.85726467229141,2836.4672595062248,Female,0,No,No,Yes,No,One year,Yes,Credit card,0
10,85.86699566725648,6401.870815006243,Male,1,No,No,Yes,DSL,Two year,Yes,Electronic check,0
56,54.1919990837865,4445.5118318607465,Female,1,Yes,Yes,No,No,Two year,No,Bank transfer,0
30,77.36607912085384,6610.591686846229,Male,1,Yes,No,No,No,One year,Yes,Mailed check,0
5,19.01311840277434,5058.304082397671,Male,0,Yes,No,Yes,DSL,Two year,Yes,Credit card,0
33,81.60960464095422,6279.124487184548,Male,1,Yes,No,Yes,Fiber optic,One year,No,Bank transfer,0
65,109.32869475762368,4795.72981186416,Female,0,No,No,Yes,DSL,One year,No,Mailed check,0
18,79.25734683448192,3323.674006497448,Male,0,Yes,Yes,Yes,DSL,One year,No,Mailed check,0
49,105.3698593466345,7664.32385393043,Female,0,No,No,No,No,Two year,Yes,Bank transfer,0
11,90.39730554660937,4337.170550182938,Male,0,Yes,No,No,No,One year,No,Electronic check,1
26,30.055841640369025,4847.824536990577,Female,1,Yes,No,No,Fiber optic,Two year,Yes,Electronic check,0
63,108.24533072858418,1777.9323378085285,Female,1,Yes,Yes,Yes,No,One year,No,Bank transfer,0
59,24.64438443557749,5011.944601208521,Male,1,No,No,No,Fiber optic,Two year,No,Credit card,0
27,71.39674725477639,4580.572258172858,Female,0,Yes,Yes,No,Fiber optic,One year,Yes,Electronic check,0
49,32.213712379345765,1493.380092413153,Female,1,No,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,1
33,19.170661073090407,493.6242110727931,Female,0,No,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,0
1,60.2034260127639,4841.996089963302,Female,0,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,1
21,47.50407076541562,6113.791693954258,Male,0,No,No,Yes,DSL,One year,No,Mailed check,0
55,66.60004937976029,4195.78974269947,Male,1,Yes,Yes,Yes,DSL,Two year,No,Electronic check,0
6,75.71998867345508,1828.099095301412,Male,1,No,Yes,Yes,No,One year,No,Credit card,0
69,22.373907230894737,5338.178417963804,Female,0,Yes,Yes,No,No,One year,Yes,Electronic check,0
5,30.300329512374564,657.4039097978451,Female,1,No,Yes,No,Fiber optic,One year,Yes,Credit card,0
3,73.86423964504255,3544.7166317292017,Male,1,No,Yes,No,No,One year,No,Bank transfer,0
53,52.316735317265824,1321.99346553619,Male,0,Yes,No,No,DSL,Two year,No,Mailed check,0
23,90.9173487549448,1490.352145559989,Female,0,Yes,Yes,No,No,One year,Yes,Credit card,0
53,83.22916485919397,1632.7103021807816,Male,1,Yes,No,No,No,Month-to-month,No,Bank transfer,1
37,102.56043629899068,3104.6957293250316,Male,0,Yes,No,Yes,Fiber optic,Month-to-month,No,Electronic check,1
17,87.24928266692253,426.28094126201387,Female,0,No,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer,1
1,60.99310773901481,3193.1872454960617,Male,1,No,No,Yes,Fiber optic,One year,Yes,Electronic check,0
51,85.29666223944324,4102.448842869542,Female,1,No,No,No,Fiber optic,Two year,No,Credit card,0
45,45.538117425541856,3875.654982601208,Male,0,No,No,No,DSL,Two year,Yes,Credit card,0
4,48.631349877821265,3073.3826894170697,Female,1,Yes,Yes,Yes,No,Two year,No,Mailed check,0
62,96.89851599207933,6716.0682256207465,Female,0,No,Yes,Yes,No,One year,Yes,Mailed check,0
65,62.64195164015822,1177.9976589004639,Female,0,Yes,Yes,Yes,Fiber optic,Two year,No,Credit card,0
32,97.83803405183525,4054.471408862927,Female,1,No,Yes,Yes,DSL,Month-to-month,No,Electronic check,1
34,100.24223736682784,513.2145901472163,Female,0,Yes,Yes,Yes,DSL,Two year,No,Electronic check,0
39,103.75623376612837,585.9646288034755,Male,0,Yes,Yes,No,No,One year,Yes,Credit card,0
26,109.66352358412072,4598.597212122582,Male,0,Yes,Yes,No,Fiber optic,One year,No,Electronic check,0
34,61.098522051329624,4535.959067454587,Male,1,Yes,No,No,No,Two year,No,Credit card,0
54,49.88668183211388,7026.463499524455,Female,1,Yes,No,Yes,No,One year,Yes,Mailed check,0
3,76.21987465941139,4470.947679118704,Male,1,No,Yes,No,DSL,Two year,Yes,Electronic check,0
50,55.117242343762754,7679.0519248715145,Female,0,Yes,No,Yes,DSL,Two year,No,Mailed check,0
12,78.1074166800233,406.68227992823944,Female,0,No,Yes,No,No,Month-to-month,No,Bank transfer,1
65,88.55858626438246,800.2973399198752,Male,1,No,Yes,Yes,Fiber optic,One year,No,Mailed check,0
54,86.84050184921368,369.7337070547843,Female,1,Yes,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer,1
5,55.45528870201213,1496.8798193623165,Male,1,No,No,No,No,One year,No,Mailed check,0
57,34.68602016987528,4338.4180255364745,Female,0,No,Yes,No,No,Two year,Yes,Mailed check,0
17,61.05293384622075,5170.95715215373,Female,1,No,Yes,No,Fiber optic,One year,No,Electronic check,0
47,32.25941440819088,381.8607307462743,Male,0,Yes,Yes,No,Fiber optic,Two year,Yes,Mailed check,0
23,107.00970351838083,7568.739642747573,Female,1,Yes,Yes,No,Fiber optic,One year,Yes,Credit card,0
14,52.58774607378574,6740.164036423342,Male,0,Yes,No,Yes,No,Month-to-month,No,Electronic check,0
66,33.44597472233238,2385.560832577917,Female,0,Yes,Yes,No,DSL,Month-to-month,Yes,Electronic check,1
51,20.544775990575086,634.1108662676672,Male,1,No,No,No,Fiber optic,Two year,No,Electronic check,0
38,82.58223862864843,1374.0386184345152,Female,0,No,No,Yes,Fiber optic,Month-to-month,Yes,Mailed check,1
64,81.69023174547432,1031.270310592192,Male,1,No,Yes,No,Fiber optic,Two year,Yes,Electronic check,0
38,52.060416658129164,1002.0511263641938,Male,0,No,Yes,Yes,No,Two year,No,Bank transfer,0
50,25.1711888847651,4157.159398929888,Female,0,No,No,No,DSL,Two year,No,Bank transfer,0
30,58.9628894895232,1980.3542859823212,Male,1,No,No,No,DSL,One year,Yes,Mailed check,0
51,49.121749506339356,2876.671217335631,Female,0,Yes,No,Yes,Fiber optic,Two year,No,Electronic check,0
63,85.71206397350093,7916.231571073662,Female,1,No,No,No,No,Month-to-month,No,Credit card,1
52,78.57792494526903,5480.196334922101,Male,1,No,Yes,No,DSL,One year,Yes,Credit card,0
38,54.459372819754,7592.763684369164,Male,1,No,No,No,No,Month-to-month,Yes,Bank transfer,1
30,39.78925542549901,1155.8864222743287,Male,0,Yes,No,No,DSL,Two year,Yes,Mailed check,0
51,116.80359661555919,3068.237288113568,Male,0,No,No,Yes,Fiber optic,Two year,No,Mailed check,0
5,63.40016211961149,4445.869253799752,Male,0,No,No,Yes,No,Month-to-month,No,Mailed check,1
29,86.82742357802371,630.6828499959068,Female,1,Yes,Yes,No,Fiber optic,One year,No,Mailed check,0
4,32.055296757836075,51.42417503835968,Male,1,No,Yes,No,DSL,Month-to-month,Yes,Mailed check,1
10,66.55896996593978,5369.406852366996,Female,0,Yes,Yes,Yes,DSL,Two year,No,Electronic check,0
56,20.75367198694655,5141.003383109057,Male,0,Yes,No,Yes,Fiber optic,One year,Yes,Electronic check,0
17,68.54551179104499,3296.9162814169013,Male,1,No,No,No,DSL,Two year,Yes,Electronic check,0
17,114.40174071177023,3926.3390148876847,Male,0,No,Yes,Yes,Fiber optic,Two year,Yes,Credit card,0
69,56.420671298580025,3334.066030726059,Female,1,Yes,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,0
34,21.89960125749116,209.60826795190286,Male,0,No,No,Yes,Fiber optic,Two year,Yes,Mailed check,0
6,21.095579091934354,2694.936160827785,Female,1,No,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,1
53,56.798675994686946,1431.4705625811675,Female,0,Yes,No,No,No,One year,Yes,Credit card,0
66,34.00249364631941,803.6218774071253,Female,0,Yes,No,Yes,Fiber optic,Two year,No,Credit card,0
43,20.33520963281859,7654.54250330479,Male,1,No,No,No,No,Two year,Yes,Bank transfer,0
23,93.62136139501769,4802.089325286566,Female,1,Yes,No,No,DSL,One year,No,Credit card,0
55,63.85230088818907,5834.134460776562,Male,1,No,No,Yes,DSL,Month-to-month,No,Bank transfer,0
16,46.92447719726545,2535.2333987501497,Female,0,No,No,No,No,Two year,No,Electronic check,0
8,108.00831830164807,3156.1003876212294,Male,1,No,Yes,No,Fiber optic,One year,No,Mailed check,0
4,29.61389602005256,1909.1273192836468,Female,1,No,Yes,Yes,DSL,Two year,No,Bank transfer,0
4,113.59188289553192,791.9799856460203,Male,0,Yes,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,1
56,49.39667173773528,1447.0305300587218,Male,1,No,No,Yes,Fiber optic,Month-to-month,No,Bank transfer,1
25,106.84036723086813,6383.75710955655,Male,1,Yes,Yes,No,No,Month-to-month,No,Credit card,1
67,78.29428764794616,5426.170616976899,Female,1,No,No,No,DSL,Month-to-month,No,Credit card,0
67,100.67073597414874,4383.5862881160765,Female,0,No,No,No,No,One year,Yes,Credit card,0
27,116.40131632104642,3810.1673652225427,Male,0,Yes,No,No,DSL,Two year,No,Bank transfer,0
32,46.84054378187457,7380.8704521431855,Female,0,No,No,Yes,No,One year,No,Electronic check,0
50,114.1135485407593,598.5703531693312,Female,1,Yes,Yes,No,DSL,Month-to-month,No,Mailed check,1
61,56.94818949024204,2257.7556912650452,Female,0,Yes,Yes,Yes,DSL,Month-to-month,No,Credit card,1
51,56.55119047369223,2811.2039472014394,Female,1,No,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,0
19,52.03871042545057,6263.322833082472,Female,1,No,No,Yes,Fiber optic,Month-to-month,No,Credit card,0
21,72.14076073475852,7940.251698132855,Female,1,No,Yes,Yes,Fiber optic,Two year,Yes,Credit card,0
5,33.41450431784871,1939.0320487915958,Female,0,No,Yes,No,No,Month-to-month,Yes,Bank transfer,1
42,73.37114853580113,6996.721141082177,Male,0,Yes,Yes,Yes,No,Two year,No,Bank transfer,0
61,72.1704812410004,6648.030873766558,Male,1,No,No,No,DSL,Month-to-month,No,Credit card,1
22,94.190181260487,1811.2153479765811,Female,1,No,Yes,Yes,DSL,Two year,Yes,Mailed check,0
21,101.36499619375856,3205.4726551501944,Male,0,No,No,Yes,Fiber optic,Two year,No,Credit card,0
70,62.044135031242405,3288.0088426928874,Male,0,No,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,1
1,48.233324935149376,7826.157376178989,Male,0,No,No,No,Fiber optic,One year,No,Electronic check,0
5,43.93348973170944,1461.8791568063664,Female,1,Yes,Yes,Yes,No,One year,Yes,Credit card,0
12,37.46238367048719,6396.87892535837,Female,0,No,Yes,Yes,Fiber optic,One year,Yes,Mailed check,0
46,23.76475821990249,2685.5262445297635,Female,0,Yes,Yes,Yes,No,One year,No,Electronic check,0
34,52.244797883471335,5851.807099985313,Female,0,No,No,Yes,Fiber optic,One year,No,Electronic check,0
49,45.02476921307833,3370.527836287981,Female,1,No,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer,1
45,114.64173858664074,4634.467629196222,Male,0,No,Yes,No,DSL,Month-to-month,Yes,Electronic check,1
27,73.77088262500439,6663.907174689179,Female,1,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,0
26,52.72770390305075,6436.849539701363,Male,1,No,No,Yes,Fiber optic,Month-to-month,Yes,Electronic check,0
47,76.0467600993696,6933.789851013887,Female,1,Yes,No,No,DSL,Month-to-month,Yes,Electronic check,1
56,31.91967013456955,493.8654909010683,Male,0,Yes,No,No,No,Month-to-month,Yes,Mailed check,1
63,62.40437492022029,5541.9475143632435,Female,0,No,Yes,No,No,Two year,Yes,Mailed check,0
48,80.62343214210638,1135.3792409931111,Female,0,Yes,Yes,Yes,Fiber optic,Two year,No,Bank transfer,0
61,66.88978317924514,3337.0638099229564,Female,1,No,No,No,No,Month-to-month,Yes,Credit card,0
26,58.177880065432426,4396.832728966523,Female,0,No,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,1
36,117.38483888996981,3232.666567249203,Female,1,Yes,No,No,DSL,Two year,No,Electronic check,0
1,106.0314762148927,4165.540396259606,Female,0,No,Yes,No,No,Two year,No,Bank transfer,0
8,80.34059581594401,7972.272996830578,Male,0,No,No,Yes,DSL,Month-to-month,No,Bank transfer,1
52,74.93773611822829,1097.3045980560064,Female,0,Yes,Yes,No,No,Two year,Yes,Bank transfer,0
47,80.0660479824584,5409.490153875348,Male,0,Yes,No,Yes,DSL,One year,Yes,Electronic check,0
56,38.13121078224333,3178.8797136899807,Female,1,Yes,No,No,No,One year,No,Mailed check,0
14,57.51377432643186,1079.6842148782982,Male,1,Yes,Yes,Yes,No,One year,No,Credit card,0
28,21.945953289089932,1285.0368452537386,Male,1,Yes,Yes,No,No,Two year,No,Bank transfer,0
2,65.55460374868267,7595.097934052514,Male,1,Yes,Yes,No,DSL,Month-to-month,Yes,Electronic check,1
26,72.30245839576631,7038.979146753284,Male,0,No,No,Yes,No,Month-to-month,No,Mailed check,1
14,40.774973610320956,7258.008928032704,Male,1,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,1
59,114.40288471655137,7932.4146166542,Male,1,Yes,No,Yes,Fiber optic,Two year,Yes,Credit card,0
56,108.9454610937242,1680.7734430479902,Female,1,No,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer,0
7,90.21432354559059,2855.1167908399407,Male,0,No,Yes,No,No,One year,Yes,Electronic check,0
3,71.33866287653626,5359.706296860286,Female,1,Yes,No,No,Fiber optic,Two year,No,Mailed check,0
23,104.99691596476849,3879.7118731676865,Female,1,Yes,No,No,No,One year,No,Electronic check,0
18,31.06523438234629,3357.585255425858,Male,0,No,Yes,No,Fiber optic,One year,No,Mailed check,0
38,97.0509794274885,2874.0493921967036,Male,0,Yes,No,No,DSL,Month-to-month,Yes,Bank transfer,1
15,30.48208139668483,4757.557004172636,Female,1,Yes,No,No,DSL,Two year,No,Bank transfer,0
64,97.42106625494054,4612.386747405135,Male,1,No,Yes,Yes,No,Month-to-month,Yes,Credit card,1
28,45.576756825135696,1306.7564315007644,Male,0,Yes,No,No,No,Month-to-month,Yes,Mailed check,1
39,105.7090581018189,3783.4273830721804,Male,1,No,Yes,No,DSL,Two year,Yes,Electronic check,0
57,112.40420938253979,4435.811717707022,Male,0,Yes,Yes,Yes,DSL,Two year,No,Mailed check,0
17,32.87959694051156,4570.030344953959,Male,1,No,No,No,Fiber optic,One year,Yes,Electronic check,0
44,64.26756050653935,1695.075613826392,Male,1,No,Yes,No,No,One year,Yes,Credit card,0
25,116.09873781626851,5942.810252957753,Male,1,No,No,No,DSL,One year,No,Mailed check,0
17,66.34074359731466,219.13917486177783,Female,1,Yes,Yes,Yes,DSL,One year,No,Bank transfer,0
13,104.35475225145451,2850.2678709455245,Male,1,No,No,Yes,No,Month-to-month,No,Electronic check,1
25,76.87315221313199,6245.657360611427,Female,0,Yes,No,No,Fiber optic,Month-to-month,Yes,Bank transfer,0
68,55.53299079196019,4518.993295864221,Female,0,No,No,Yes,Fiber optic,Two year,Yes,Credit card,0
10,46.57835555258702,2102.5985363016866,Female,1,No,No,No,Fiber optic,One year,No,Credit card,0
67,38.32230910860873,5565.115798596207,Female,1,No,No,No,Fiber optic,One year,Yes,Electronic check,0
18,94.17981913776973,4546.914516253778,Male,1,Yes,Yes,No,DSL,One year,Yes,Mailed check,0
34,56.65405068230279,6373.616490680883,Female,0,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,1
8,69.12754622007512,5884.9710361671705,Female,0,No,No,No,No,Two year,No,Bank transfer,0
40,67.23254800011819,4887.881433693225,Female,0,Yes,Yes,No,DSL,Month-to-month,No,Electronic check,0
42,75.72790292331312,3914.6342043309173,Female,0,Yes,No,No,DSL,Two year,No,Electronic check,0
41,104.55771456245522,1081.0597270781718,Female,0,Yes,No,No,DSL,Two year,No,Electronic check,0
6,116.07393435834294,2103.960148761133,Male,0,No,Yes,No,No,Month-to-month,No,Credit card,1
52,58.758420857381694,3363.2519928241745,Male,0,Yes,Yes,Yes,No,Month-to-month,No,Credit card,0
26,100.7518922106303,4801.6069088849945,Female,0,No,No,No,No,Two year,No,Bank transfer,0
64,94.45277946547176,4118.4161003285635,Male,1,No,No,Yes,Fiber optic,Month-to-month,Yes,Mailed check,1
59,75.35289514555733,2318.2888862089644,Male,0,No,No,No,DSL,Month-to-month,Yes,Electronic check,1
56,113.60471436119332,69.59850387746962,Female,0,Yes,No,Yes,DSL,Two year,Yes,Credit card,0
59,38.04745155284028,3978.981469212297,Female,0,No,No,No,DSL,Two year,Yes,Mailed check,0
70,28.92642103096214,2297.8666407038245,Female,0,Yes,No,No,No,One year,Yes,Electronic check,0
33,103.39619669554222,5881.643456271491,Male,1,Yes,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,1
53,61.91498166337483,209.13908938899922,Female,0,No,No,Yes,DSL,Two year,Yes,Electronic check,0
22,102.69688542070605,4686.095589842823,Male,1,No,No,No,Fiber optic,Month-to-month,Yes,Mailed check,1
21,107.30902051954149,7532.847363773414,Male,1,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,1
70,24.245759361907144,1410.134770083989,Male,1,Yes,No,Yes,DSL,Two year,Yes,Electronic check,0
70,106.34647629860606,3782.706235171252,Female,0,Yes,No,No,No,One year,Yes,Electronic check,0
4,62.831905536942216,747.7303386843969,Male,0,No,Yes,No,No,Two year,No,Bank transfer,0
62,69.04324890042322,5012.193023670116,Female,0,No,No,No,No,Two year,Yes,Electronic check,0
62,80.65925110932102,4412.343874519072,Female,1,Yes,Yes,No,Fiber optic,Month-to-month,No,Electronic check,1
